"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/04/2022";"0000";"6,2";"8,4";"6,2";"90,0";"90,0";"73,0";"4,8";"4,8";"3,8";"907,5";"907,5";"906,9";"1,5";"122,0";"3,8";"";"0,0"
"01/04/2022";"0100";"6,8";"7,2";"6,2";"88,0";"92,0";"85,0";"4,9";"5,1";"4,7";"907,7";"907,7";"907,5";"1,7";"119,0";"2,5";"";"0,0"
"01/04/2022";"0200";"6,6";"6,9";"6,5";"92,0";"92,0";"88,0";"5,3";"5,4";"5,0";"907,7";"907,8";"907,7";"1,4";"127,0";"2,4";"";"0,0"
"01/04/2022";"0300";"6,0";"6,6";"5,6";"79,0";"92,0";"79,0";"2,7";"5,3";"2,7";"907,8";"907,9";"907,7";"1,5";"110,0";"2,8";"";"0,0"
"01/04/2022";"0400";"6,1";"6,4";"5,7";"74,0";"81,0";"73,0";"1,8";"2,9";"1,7";"907,7";"907,8";"907,7";"1,6";"104,0";"3,2";"";"0,0"
"01/04/2022";"0500";"6,0";"6,9";"5,9";"82,0";"82,0";"72,0";"3,1";"3,1";"1,8";"907,6";"907,7";"907,6";"1,6";"114,0";"3,2";"";"0,0"
"01/04/2022";"0600";"6,0";"6,5";"5,9";"98,0";"98,0";"82,0";"5,7";"5,9";"3,1";"907,3";"907,6";"907,3";"2,2";"129,0";"3,6";"";"0,0"
"01/04/2022";"0700";"5,7";"6,7";"5,6";"100,0";"100,0";"94,0";"5,7";"6,2";"5,6";"906,8";"907,3";"906,8";"2,5";"132,0";"3,6";"";"0,0"
"01/04/2022";"0800";"6,0";"6,3";"5,6";"100,0";"100,0";"100,0";"6,0";"6,3";"5,6";"906,8";"906,9";"906,7";"2,2";"139,0";"3,6";"";"0,0"
"01/04/2022";"0900";"6,1";"6,2";"5,5";"100,0";"100,0";"100,0";"6,1";"6,2";"5,5";"907,2";"907,3";"906,8";"1,4";"150,0";"3,0";"";"0,0"
"01/04/2022";"1000";"6,0";"6,2";"5,9";"100,0";"100,0";"100,0";"6,0";"6,2";"5,9";"908,0";"908,0";"907,2";"1,1";"166,0";"2,8";"32,10";"0,0"
"01/04/2022";"1100";"8,3";"8,5";"6,0";"97,0";"100,0";"97,0";"7,8";"8,4";"6,1";"908,8";"908,9";"908,0";"2,1";"175,0";"3,4";"497,90";"0,0"
"01/04/2022";"1200";"10,9";"11,0";"8,2";"85,0";"100,0";"85,0";"8,4";"9,2";"7,6";"909,5";"909,5";"908,8";"1,7";"164,0";"3,4";"1318,90";"0,2"
"01/04/2022";"1300";"13,8";"14,0";"10,9";"67,0";"87,0";"66,0";"7,7";"9,3";"7,2";"909,7";"909,8";"909,4";"2,1";"77,0";"5,4";"2254,10";"0,0"
"01/04/2022";"1400";"14,7";"15,0";"13,2";"64,0";"70,0";"61,0";"8,0";"8,5";"7,0";"909,6";"909,7";"909,6";"2,9";"80,0";"6,3";"2529,50";"0,0"
"01/04/2022";"1500";"15,2";"15,8";"14,2";"62,0";"66,0";"60,0";"8,1";"8,9";"7,2";"909,3";"909,7";"909,3";"3,2";"115,0";"7,1";"3160,70";"0,0"
"01/04/2022";"1600";"15,1";"16,2";"14,7";"64,0";"64,0";"58,0";"8,4";"8,7";"6,8";"908,9";"909,4";"908,8";"3,7";"73,0";"6,7";"2508,00";"0,0"
"01/04/2022";"1700";"14,5";"15,1";"14,1";"67,0";"69,0";"63,0";"8,3";"8,7";"7,7";"908,5";"909,0";"908,5";"3,6";"87,0";"8,8";"1557,80";"0,0"
"01/04/2022";"1800";"13,9";"15,4";"13,9";"70,0";"70,0";"64,0";"8,5";"9,3";"7,8";"908,1";"908,6";"908,0";"4,1";"106,0";"7,5";"1700,80";"0,0"
"01/04/2022";"1900";"12,7";"14,1";"12,6";"82,0";"82,0";"70,0";"9,7";"9,7";"8,4";"908,1";"908,2";"908,0";"4,3";"114,0";"8,2";"812,60";"0,0"
"01/04/2022";"2000";"11,3";"13,0";"11,3";"92,0";"94,0";"80,0";"10,1";"10,5";"9,2";"908,5";"908,5";"908,1";"3,9";"109,0";"7,8";"370,10";"0,0"
"01/04/2022";"2100";"11,0";"11,4";"11,0";"96,0";"96,0";"91,0";"10,4";"10,5";"10,0";"908,6";"908,6";"908,4";"2,9";"110,0";"6,8";"94,90";"0,0"
"01/04/2022";"2200";"10,6";"11,0";"10,6";"99,0";"100,0";"96,0";"10,4";"10,8";"10,2";"908,6";"908,6";"908,6";"3,1";"103,0";"7,1";"3,20";"0,0"
"01/04/2022";"2300";"10,2";"10,6";"10,1";"100,0";"100,0";"99,0";"10,2";"10,5";"10,1";"909,2";"909,2";"908,6";"2,7";"111,0";"5,9";"";"0,0"
"02/04/2022";"0000";"9,6";"10,3";"9,6";"100,0";"100,0";"100,0";"9,6";"10,3";"9,6";"909,2";"909,4";"909,1";"1,3";"99,0";"4,9";"";"0,0"
"02/04/2022";"0100";"10,5";"10,5";"9,6";"100,0";"100,0";"100,0";"10,5";"10,5";"9,6";"909,4";"909,4";"909,2";"2,2";"107,0";"4,7";"";"0,0"
"02/04/2022";"0200";"10,9";"10,9";"10,5";"100,0";"100,0";"100,0";"10,9";"10,9";"10,5";"908,8";"909,4";"908,8";"2,7";"95,0";"5,8";"";"0,0"
"02/04/2022";"0300";"10,9";"11,0";"10,8";"100,0";"100,0";"100,0";"10,9";"11,0";"10,8";"908,9";"909,0";"908,7";"2,4";"90,0";"6,1";"";"0,0"
"02/04/2022";"0400";"10,8";"11,0";"10,8";"100,0";"100,0";"100,0";"10,8";"11,0";"10,8";"908,5";"908,9";"908,4";"1,9";"97,0";"6,3";"";"0,0"
"02/04/2022";"0500";"11,0";"11,1";"10,8";"93,0";"100,0";"93,0";"9,9";"11,1";"9,9";"908,1";"908,5";"908,0";"2,7";"79,0";"5,8";"";"0,0"
"02/04/2022";"0600";"10,8";"11,0";"10,6";"94,0";"98,0";"93,0";"9,9";"10,4";"9,6";"907,8";"908,1";"907,8";"2,6";"76,0";"5,5";"";"0,0"
"02/04/2022";"0700";"10,6";"10,8";"10,6";"100,0";"100,0";"94,0";"10,6";"10,7";"9,9";"907,2";"907,8";"907,2";"2,1";"69,0";"4,9";"";"0,0"
"02/04/2022";"0800";"11,2";"11,2";"10,6";"100,0";"100,0";"100,0";"11,2";"11,2";"10,6";"907,2";"907,3";"907,1";"3,1";"82,0";"6,0";"";"0,0"
"02/04/2022";"0900";"10,9";"11,2";"10,8";"100,0";"100,0";"100,0";"10,9";"11,2";"10,8";"907,8";"907,8";"907,2";"1,5";"64,0";"6,0";"";"0,0"
"02/04/2022";"1000";"11,4";"11,4";"10,9";"100,0";"100,0";"100,0";"11,4";"11,4";"10,9";"908,2";"908,3";"907,7";"2,4";"74,0";"5,0";"30,30";"0,0"
"02/04/2022";"1100";"13,2";"13,2";"11,4";"88,0";"100,0";"88,0";"11,3";"12,2";"11,2";"908,8";"908,8";"908,2";"2,7";"64,0";"7,0";"506,30";"0,0"
"02/04/2022";"1200";"13,5";"13,7";"13,0";"86,0";"93,0";"85,0";"11,2";"12,2";"10,9";"909,3";"909,3";"908,8";"3,5";"71,0";"8,8";"1162,10";"0,0"
"02/04/2022";"1300";"15,6";"16,1";"13,4";"75,0";"88,0";"74,0";"11,2";"12,4";"10,8";"909,4";"909,5";"909,3";"5,3";"69,0";"9,3";"2209,00";"0,0"
"02/04/2022";"1400";"15,2";"16,6";"15,1";"82,0";"84,0";"73,0";"12,1";"12,7";"11,1";"909,6";"909,6";"909,4";"5,5";"66,0";"10,8";"2435,70";"0,0"
"02/04/2022";"1500";"16,2";"16,3";"15,2";"78,0";"83,0";"77,0";"12,4";"12,8";"11,9";"909,2";"909,6";"909,2";"4,2";"60,0";"9,1";"1817,30";"0,0"
"02/04/2022";"1600";"17,3";"18,2";"15,8";"76,0";"82,0";"71,0";"12,9";"13,5";"12,3";"908,4";"909,2";"908,4";"5,4";"53,0";"8,6";"2828,00";"0,0"
